user_id,shape_id,item_id,cheek_jaw,face_hw,midface,label
273,2,49,1.2449302262006035,1.3449302262006035,0.4949302262006035,1
195,1,45,1.1640701065254477,1.6140701065254477,0.6640701065254476,0
497,3,23,1.11453778868457,1.06453778868457,0.4645377886845698,0
368,3,39,1.178632995966596,1.128632995966596,0.5286329959665959,1
89,3,30,1.1377436545087989,1.0877436545087988,0.4877436545087989,1
7,4,7,1.0273942683695292,1.0773942683695292,0.4773942683695291,0
394,4,28,1.131529238031941,1.181529238031941,0.581529238031941,0
32,2,12,1.268978909434865,1.368978909434865,0.5189789094348648,0
247,2,34,1.3130635530263024,1.4130635530263025,0.5630635530263024,1
399,4,11,0.9849175381303317,1.0349175381303317,0.4349175381303316,0
124,4,47,1.112398925125991,1.162398925125991,0.5623989251259909,0
64,0,49,1.4231790033844445,1.1731790033844445,0.4731790033844445,0
107,3,31,1.1591561880217387,1.1091561880217387,0.5091561880217386,1
211,1,2,1.1933623782152387,1.6433623782152387,0.6933623782152387,0
61,1,44,1.061477879269465,1.511477879269465,0.5614778792694648,0
264,2,12,1.2682666059541456,1.3682666059541457,0.5182666059541456,0
74,2,27,1.3079992122729234,1.4079992122729235,0.5579992122729233,1
328,2,14,1.3343702619587068,1.4343702619587069,0.5843702619587068,1
61,4,17,1.1343088752898984,1.1843088752898985,0.5843088752898984,0
423,0,28,1.4028007493807582,1.1528007493807582,0.4528007493807582,0
129,1,23,1.05345500799964,1.50345500799964,0.5534550079996399,0
178,0,12,1.5321745717020583,1.2821745717020583,0.5821745717020583,0
444,1,45,1.090098097321105,1.540098097321105,0.5900980973211047,0
152,2,3,1.2390869195966876,1.3390869195966877,0.4890869195966877,1
48,4,14,1.0871380115925058,1.1371380115925058,0.5371380115925058,0
84,1,11,1.0751544834760367,1.5251544834760367,0.5751544834760366,1
167,2,37,1.2067185702007965,1.3067185702007966,0.4567185702007966,0
140,1,11,1.0760593735459152,1.5260593735459151,0.5760593735459152,1
18,0,28,1.3873155777380721,1.1373155777380721,0.4373155777380722,0
55,0,22,1.4372709906630587,1.1872709906630587,0.48727099066305873,0
7,0,15,1.4233946682784226,1.1733946682784226,0.4733946682784228,0
184,3,31,1.0523310259336824,1.0023310259336824,0.4023310259336825,1
241,0,11,1.388478454170656,1.138478454170656,0.4384784541706561,0
375,2,6,1.2625912865896314,1.3625912865896315,0.5125912865896313,0
78,3,31,1.0550510182782902,1.0050510182782901,0.40505101827829015,1
374,0,23,1.3604457936198424,1.1104457936198424,0.4104457936198424,0
239,4,23,1.1517722303384041,1.2017722303384042,0.6017722303384042,0
202,3,43,1.115170398349722,1.065170398349722,0.465170398349722,0
430,1,23,1.0750558532886672,1.5250558532886673,0.5750558532886672,0
206,4,10,0.9981573452302721,1.0481573452302722,0.44815734523027206,0
60,3,47,1.1240119555507342,1.0740119555507341,0.47401195555073417,0
438,0,19,1.5569417667924452,1.3069417667924452,0.6069417667924452,0
358,3,34,1.1092593879909027,1.0592593879909027,0.4592593879909026,1
242,1,9,1.124692406995702,1.574692406995702,0.6246924069957019,0
495,2,10,1.215755847842729,1.3157558478427291,0.46575584784272916,1
476,3,46,1.160895507782308,1.110895507782308,0.510895507782308,0
309,2,21,1.2876155379651342,1.3876155379651343,0.5376155379651342,1
352,3,38,1.1344489021041215,1.0844489021041215,0.4844489021041214,1
150,2,40,1.2443749330702656,1.3443749330702657,0.4943749330702656,1
301,2,7,1.2709233981367756,1.3709233981367757,0.5209233981367756,1
28,2,0,1.303745735447011,1.403745735447011,0.553745735447011,1
132,4,27,0.9735846801222039,1.023584680122204,0.42358468012220385,0
162,1,0,1.0239249404472421,1.473924940447242,0.523924940447242,0
368,1,32,1.0818372992438268,1.5318372992438267,0.5818372992438267,0
211,3,37,1.0896485494606276,1.0396485494606276,0.43964854946062754,1
256,3,22,1.1177556847341763,1.0677556847341763,0.4677556847341763,0
164,2,9,1.3405527290356292,1.4405527290356293,0.590552729035629,1
43,0,12,1.4273351601620654,1.1773351601620654,0.47733516016206545,0
452,4,41,0.9798676195642607,1.0298676195642609,0.4298676195642607,0
463,1,29,1.0494122236390306,1.4994122236390306,0.5494122236390304,0
86,0,13,1.4282877300393666,1.1782877300393666,0.47828773003936675,0
168,2,42,1.2268808647446312,1.3268808647446313,0.47688086474463115,1
116,2,36,1.3147451748945234,1.4147451748945234,0.5647451748945234,1
357,4,46,1.0054918727550182,1.0554918727550182,0.4554918727550181,0
480,4,16,1.0607214636779716,1.1107214636779716,0.5107214636779716,0
108,3,8,1.1411289607707016,1.0911289607707015,0.4911289607707015,0
258,4,39,1.034293721267408,1.084293721267408,0.48429372126740794,1
175,0,42,1.5161777600179431,1.2661777600179431,0.5661777600179432,0
330,2,41,1.2098367733838005,1.3098367733838006,0.4598367733838006,1
485,2,19,1.2418759370002803,1.3418759370002804,0.4918759370002802,1
188,3,45,1.1047786588718067,1.0547786588718067,0.4547786588718065,0
245,2,48,1.234686867661129,1.334686867661129,0.48468686766112895,1
126,1,40,1.0294034738723712,1.4794034738723711,0.5294034738723711,0
262,2,20,1.267256073696242,1.367256073696242,0.5172560736962419,1
149,0,21,1.502585858288788,1.252585858288788,0.5525858582887881,0
13,4,28,1.0243616753155242,1.0743616753155243,0.4743616753155243,0
231,0,26,1.4177385960698992,1.1677385960698992,0.46773859606989926,0
302,4,41,1.1299381088612979,1.179938108861298,0.5799381088612979,0
284,2,36,1.250091089191886,1.350091089191886,0.5000910891918859,1
213,4,5,1.0204829451271553,1.0704829451271554,0.47048294512715527,0
171,4,35,1.0481350470361994,1.0981350470361995,0.4981350470361995,1
403,4,9,0.9781342102323274,1.0281342102323274,0.42813421023232734,0
369,4,39,1.0376200020882371,1.0876200020882372,0.4876200020882372,1
496,4,17,1.1158614362893389,1.165861436289339,0.5658614362893388,0
117,4,43,1.0080631792227341,1.0580631792227342,0.4580631792227341,0
360,3,26,1.0819546427916689,1.0319546427916688,0.43195464279166884,0
466,3,33,1.1433658356546217,1.0933658356546216,0.49336583565462167,1
247,0,28,1.4458533386497259,1.1958533386497259,0.49585333864972597,0
115,1,23,1.0824093871340459,1.5324093871340458,0.5824093871340459,0
204,2,3,1.216548541818666,1.316548541818666,0.46654854181866595,0
238,3,45,1.1258739838654845,1.0758739838654845,0.47587398386548446,0
490,2,20,1.1726904988417348,1.272690498841735,0.4226904988417348,1
293,4,45,1.064380691629545,1.1143806916295451,0.5143806916295449,0
101,3,0,1.0856397830210736,1.0356397830210735,0.4356397830210734,0
115,2,47,1.1502614199143677,1.2502614199143678,0.4002614199143678,0
463,1,18,1.132348129277541,1.582348129277541,0.632348129277541,1
335,3,27,1.1338863828481678,1.0838863828481677,0.4838863828481677,0
465,3,27,1.1030061431467437,1.0530061431467437,0.45300614314674365,0
330,3,38,1.0739040926966898,1.0239040926966898,0.4239040926966898,1
1,2,3,1.2166315702228214,1.3166315702228215,0.4666315702228215,1
469,3,36,0.9977677527597263,0.9477677527597262,0.34776775275972627,1
448,1,46,1.0709614987538647,1.5209614987538647,0.5709614987538645,0
232,1,44,1.1003882938671523,1.5503882938671523,0.6003882938671521,0
261,1,27,1.057796850851257,1.507796850851257,0.5577968508512569,0
11,4,15,0.9676507945191358,1.017650794519136,0.4176507945191358,0
338,0,41,1.4397080343206985,1.1897080343206985,0.4897080343206985,0
94,3,27,1.2532133236191587,1.2032133236191587,0.6032133236191586,0
173,3,9,1.1522020549763494,1.1022020549763494,0.5022020549763494,0
76,0,3,1.416062035191685,1.166062035191685,0.4660620351916852,1
93,2,34,1.2260467325827449,1.326046732582745,0.47604673258274477,1
327,3,21,1.204085309847836,1.1540853098478359,0.5540853098478358,0
3,2,43,1.1755969201645313,1.2755969201645314,0.4255969201645313,0
365,2,30,1.2074591726415234,1.3074591726415234,0.45745917264152336,0
156,4,29,0.9748938621521456,1.0248938621521455,0.4248938621521455,0
11,0,10,1.363629057429165,1.113629057429165,0.4136290574291649,0
25,3,2,1.1123410638845104,1.0623410638845103,0.4623410638845103,0
469,0,48,1.426461090184091,1.176461090184091,0.476461090184091,0
348,0,43,1.3927853321161112,1.1427853321161112,0.4427853321161112,0
253,4,48,1.0037353651935699,1.05373536519357,0.45373536519356983,0
261,0,27,1.4330426858170693,1.1830426858170693,0.4830426858170693,0
185,1,49,1.0666174008935672,1.5166174008935671,0.566617400893567,0
296,4,23,1.0113200913568234,1.0613200913568235,0.4613200913568233,0
270,4,6,0.9210871697275095,0.9710871697275095,0.37108716972750944,0
243,3,13,1.0430770259777873,0.9930770259777872,0.3930770259777872,0
46,4,31,1.0619727136711796,1.1119727136711797,0.5119727136711796,1
449,1,21,0.9727379625733988,1.422737962573399,0.47273796257339873,0
296,4,6,1.090032034761054,1.140032034761054,0.5400320347610539,0
63,3,12,1.0443427372515144,0.9943427372515143,0.39434273725151425,0
419,1,4,1.1216785365805193,1.5716785365805193,0.6216785365805193,0
90,1,4,1.0952427008110155,1.5452427008110154,0.5952427008110155,0
147,3,25,1.0699240194942472,1.0199240194942472,0.4199240194942471,0
49,3,21,1.1503800226594754,1.1003800226594753,0.5003800226594753,0
203,3,6,1.035534452046371,0.9855344520463709,0.3855344520463709,0
80,4,27,1.0553617579757384,1.1053617579757384,0.5053617579757385,0
423,3,15,1.0423090049079653,0.9923090049079651,0.3923090049079651,0
280,4,47,1.0479736897274532,1.0979736897274532,0.4979736897274532,0
454,4,11,0.936686253903031,0.986686253903031,0.3866862539030309,0
78,4,46,0.9751067388119854,1.0251067388119854,0.4251067388119854,0
43,3,11,1.052413028387317,1.002413028387317,0.40241302838731696,0
211,3,47,1.1372278313464226,1.0872278313464225,0.48722783134642245,0
411,1,28,1.1618478049236092,1.6118478049236091,0.661847804923609,0
14,1,38,1.0855046705856677,1.5355046705856676,0.5855046705856676,0
253,3,9,1.1483148984528175,1.0983148984528175,0.4983148984528175,0
5,0,25,1.4302752156413567,1.1802752156413567,0.48027521564135683,0
59,4,9,1.1026426789831192,1.1526426789831192,0.5526426789831191,0
60,3,14,1.1147923472466625,1.0647923472466625,0.4647923472466625,0
256,1,37,1.1892543597827643,1.6392543597827642,0.6892543597827642,0
319,4,1,1.056838507644799,1.106838507644799,0.5068385076447989,0
406,2,33,1.2416079299383647,1.3416079299383648,0.4916079299383648,1
498,3,40,1.1015421615390044,1.0515421615390044,0.4515421615390044,0
344,0,39,1.4930939411019404,1.2430939411019404,0.5430939411019403,0
127,3,45,1.1970238986393285,1.1470238986393284,0.5470238986393284,0
406,1,21,1.019636318521775,1.469636318521775,0.5196363185217747,0
6,2,37,1.2421739343784959,1.342173934378496,0.4921739343784958,1
451,0,37,1.4638244609209436,1.2138244609209436,0.5138244609209436,0
305,3,28,1.1415381836966667,1.0915381836966667,0.49153818369666663,0
236,3,10,1.0949461550624342,1.0449461550624342,0.44494615506243423,0
24,0,18,1.422698575614049,1.172698575614049,0.47269857561404927,0
332,3,13,1.119361970391889,1.0693619703918888,0.4693619703918887,0
145,4,12,1.003804284153791,1.0538042841537911,0.45380428415379104,0
154,4,9,1.1799859997243716,1.2299859997243716,0.6299859997243716,0
364,1,8,1.214862686902581,1.6648626869025809,0.7148626869025808,0
191,3,48,1.087523761482568,1.0375237614825679,0.4375237614825678,0
294,4,43,1.0662529772419307,1.1162529772419307,0.5162529772419308,0
287,4,26,0.9664938834955586,1.0164938834955586,0.4164938834955586,0
207,0,47,1.421370801117288,1.171370801117288,0.4713708011172882,0
69,4,16,1.1295089087141896,1.1795089087141897,0.5795089087141896,0
357,2,2,1.3043295331591158,1.404329533159116,0.5543295331591159,1
475,3,43,1.0813985953068617,1.0313985953068616,0.4313985953068615,0
403,1,37,1.1058942210038352,1.5558942210038351,0.605894221003835,0
141,4,31,1.0392704307150242,1.0892704307150243,0.4892704307150242,1
417,4,48,1.0770351796289528,1.1270351796289528,0.5270351796289527,0
353,0,31,1.5426582164700255,1.2926582164700255,0.5926582164700255,0
61,4,23,1.096699636117967,1.146699636117967,0.5466996361179669,0
326,4,40,0.9658873035573812,1.0158873035573812,0.4158873035573811,0
32,2,15,1.2058711796342667,1.3058711796342668,0.45587117963426665,1
88,2,11,1.1818908710789215,1.2818908710789216,0.4318908710789215,0
495,3,16,1.121204670911652,1.071204670911652,0.471204670911652,0
289,2,7,1.2691516737782051,1.3691516737782052,0.5191516737782053,0
399,1,48,1.1472015908021396,1.5972015908021395,0.6472015908021395,0
321,0,31,1.414768309103365,1.164768309103365,0.4647683091033649,0
43,2,4,1.3263313264233236,1.4263313264233237,0.5763313264233236,1
283,1,12,1.0147290885259923,1.4647290885259923,0.5147290885259923,1
39,4,48,1.060929592391965,1.110929592391965,0.5109295923919649,0
118,0,26,1.4529969029154632,1.2029969029154632,0.5029969029154633,0
233,0,11,1.4854517662688376,1.2354517662688376,0.5354517662688376,0
373,3,30,1.0893267659535875,1.0393267659535874,0.4393267659535875,1
233,1,21,1.1171216470725813,1.5671216470725813,0.6171216470725813,0
440,2,1,1.2659730866708714,1.3659730866708715,0.5159730866708714,0
342,3,35,1.0655922064247632,1.015592206424763,0.4155922064247631,1
123,0,42,1.4056830335531993,1.1556830335531993,0.45568303355319933,0
146,0,17,1.456928225035569,1.206928225035569,0.5069282250355692,0
355,1,4,1.122544774291794,1.572544774291794,0.6225447742917938,0
345,4,47,1.0512414875943363,1.1012414875943364,0.5012414875943363,0
182,1,2,1.1484932758152113,1.5984932758152113,0.6484932758152111,0
346,1,32,1.1752238976976388,1.625223897697639,0.6752238976976388,0
264,4,27,1.1221584101674504,1.1721584101674505,0.5721584101674504,0
316,4,43,1.0509119780691534,1.1009119780691534,0.5009119780691534,0
219,0,45,1.5131512849169735,1.2631512849169735,0.5631512849169736,0
280,2,36,1.2647783798740824,1.3647783798740825,0.5147783798740825,1
214,4,43,1.0805998530625212,1.1305998530625212,0.5305998530625211,0
246,2,11,1.3359956952646006,1.4359956952646007,0.5859956952646006,0
332,0,33,1.3484189221144738,1.0984189221144738,0.39841892211447383,0
342,2,46,1.2152227144883072,1.3152227144883073,0.46522271448830715,1
313,1,22,1.0949842110879937,1.5449842110879937,0.5949842110879935,0
218,1,44,1.0825285446973747,1.5325285446973747,0.5825285446973746,0
212,2,1,1.2108839181944795,1.3108839181944796,0.46088391819447944,0
419,1,13,1.092692550634602,1.5426925506346019,0.5926925506346019,1
65,0,7,1.4541686693079194,1.2041686693079194,0.5041686693079194,1
484,3,22,1.0113001076686947,0.9613001076686947,0.3613001076686947,0
484,2,40,1.2793948097613563,1.3793948097613564,0.5293948097613564,0
194,3,6,1.0927632526786655,1.0427632526786654,0.44276325267866534,0
103,1,36,1.0006017679499124,1.4506017679499124,0.5006017679499124,0
334,0,45,1.4044530078367738,1.1544530078367738,0.4544530078367738,0
25,1,24,1.0376991492986192,1.4876991492986191,0.537699149298619,0
203,4,26,1.0040088896604862,1.0540088896604862,0.45400888966048625,0
170,1,20,1.0350702912382033,1.4850702912382032,0.535070291238203,0
415,2,27,1.2346710313840679,1.334671031384068,0.4846710313840679,0
202,2,30,1.2989365560367843,1.3989365560367844,0.5489365560367844,0
33,2,20,1.2431412985492185,1.3431412985492186,0.49314129854921845,1
215,3,45,1.1033092380449894,1.0533092380449893,0.45330923804498935,0
11,0,12,1.4700352440663875,1.2200352440663875,0.5200352440663877,0
290,2,0,1.220996038675343,1.320996038675343,0.47099603867534284,1
333,4,11,0.9977315834458326,1.0477315834458327,0.4477315834458325,0
494,0,38,1.414367505689833,1.164367505689833,0.464367505689833,0
162,1,7,1.1936351674116554,1.6436351674116554,0.6936351674116553,0
99,1,48,1.1039801207441446,1.5539801207441446,0.6039801207441446,0
108,0,3,1.4980592024441783,1.2480592024441783,0.5480592024441785,1
67,2,5,1.1548495513383705,1.2548495513383706,0.40484955133837053,1
328,0,14,1.4397319826749833,1.1897319826749833,0.48973198267498325,0
133,0,14,1.4183094282126896,1.1683094282126896,0.4683094282126896,0
422,4,13,0.9818363762945869,1.0318363762945868,0.4318363762945868,0
182,0,39,1.45180392895144,1.20180392895144,0.50180392895144,0
282,3,0,1.0871301918320126,1.0371301918320126,0.43713019183201257,0
473,4,44,1.0070994230134833,1.0570994230134834,0.4570994230134834,0
87,3,36,1.1475554068681773,1.0975554068681772,0.49755540686817706,1
390,2,40,1.2824656230908362,1.3824656230908363,0.5324656230908363,1
204,2,3,1.3192989400087258,1.419298940008726,0.5692989400087258,1
122,3,45,1.158822733752871,1.1088227337528709,0.5088227337528708,0
378,0,10,1.4211020585777594,1.1711020585777594,0.47110205857775944,0
391,1,38,1.1589710798885824,1.6089710798885823,0.6589710798885823,0
371,3,42,1.1149037689799797,1.0649037689799796,0.46490376897997954,0
324,2,30,1.2753871782141188,1.375387178214119,0.5253871782141188,1
213,0,15,1.5527112293178418,1.3027112293178418,0.6027112293178418,0
57,3,31,1.0850175059004858,1.0350175059004858,0.4350175059004858,1
264,3,14,1.1163613483513708,1.0663613483513708,0.4663613483513706,0
483,1,28,1.0991828029656452,1.5491828029656451,0.599182802965645,0
293,0,8,1.4881168936716387,1.2381168936716387,0.5381168936716387,1
20,0,35,1.4369206366461555,1.1869206366461555,0.4869206366461556,0
1,1,45,1.1840049836606725,1.6340049836606725,0.6840049836606724,0
468,1,15,1.0450262165733368,1.4950262165733368,0.5450262165733367,1
43,1,39,1.1362580374453812,1.5862580374453812,0.636258037445381,0
256,0,29,1.3759484761746843,1.1259484761746843,0.4259484761746843,0
112,3,36,1.105001400269043,1.0550014002690429,0.45500140026904284,1
361,4,15,0.9249351833768332,0.9749351833768333,0.3749351833768332,0
304,3,17,1.0852171671794544,1.0352171671794543,0.43521716717945436,0
456,1,6,1.0296037909974494,1.4796037909974493,0.5296037909974491,0
358,3,5,1.058174508894718,1.008174508894718,0.40817450889471807,0
219,2,26,1.242320450553562,1.3423204505535622,0.49232045055356216,1
92,2,31,1.2024551258924947,1.3024551258924948,0.45245512589249465,0
191,3,33,1.1506066447669467,1.1006066447669467,0.5006066447669466,1
251,0,45,1.490956015792566,1.240956015792566,0.540956015792566,0
54,0,19,1.4725501255602342,1.2225501255602342,0.5225501255602343,0
435,3,11,1.102324719426928,1.0523247194269278,0.4523247194269277,0
287,4,5,1.032838122321248,1.082838122321248,0.48283812232124795,0
117,1,2,1.1656893534567996,1.6156893534567995,0.6656893534567995,0
383,2,34,1.1806529964491719,1.280652996449172,0.43065299644917193,1
214,4,37,1.0337029665413076,1.0837029665413076,0.48370296654130746,1
332,4,41,1.0576491190697226,1.1076491190697226,0.5076491190697225,0
401,3,48,1.1931501458786427,1.1431501458786426,0.5431501458786425,0
356,4,39,1.0801371719531812,1.1301371719531812,0.5301371719531812,1
238,3,19,1.1258637214576255,1.0758637214576254,0.4758637214576254,0
264,1,5,1.07750900807045,1.5275090080704499,0.5775090080704498,0
93,4,37,1.0375335569274837,1.0875335569274838,0.4875335569274836,1
338,2,16,1.282210263793557,1.3822102637935572,0.5322102637935571,0
426,1,30,1.1605316004391708,1.6105316004391708,0.6605316004391706,0
59,2,11,1.2251269691084314,1.3251269691084315,0.47512696910843144,1
130,4,18,1.015656565931161,1.065656565931161,0.46565656593116084,0
473,0,40,1.4742697415635355,1.2242697415635355,0.5242697415635357,0
3,1,21,1.1756996446585655,1.6256996446585654,0.6756996446585654,0
252,2,33,1.2753995577273012,1.3753995577273013,0.5253995577273013,0
350,2,28,1.3249989954330958,1.424998995433096,0.5749989954330957,0
206,3,9,1.0939934717661588,1.0439934717661588,0.44399347176615866,0
314,4,0,1.0188074152477222,1.0688074152477223,0.4688074152477222,0
403,2,0,1.3184687764630245,1.4184687764630246,0.5684687764630246,1
150,2,17,1.2401378130481895,1.3401378130481896,0.4901378130481894,1
196,4,8,1.0984949807885616,1.1484949807885616,0.5484949807885616,0
351,4,19,1.0104062305445203,1.0604062305445203,0.46040623054452023,0
243,4,13,0.8927947841826118,0.9427947841826119,0.3427947841826118,0
69,2,2,1.2649115078668791,1.3649115078668792,0.5149115078668791,1
324,0,31,1.4210084082027585,1.1710084082027585,0.47100840820275863,0
123,2,26,1.241216077504952,1.3412160775049522,0.49121607750495205,1
413,0,9,1.3934890001023432,1.1434890001023432,0.4434890001023432,1
311,1,41,1.1696258240762964,1.6196258240762962,0.6696258240762962,0
255,1,43,1.1335800071262205,1.5835800071262205,0.6335800071262203,0
155,1,30,1.0460750605799136,1.4960750605799136,0.5460750605799135,0
302,4,21,0.9270791173761288,0.9770791173761288,0.3770791173761287,0
112,2,17,1.2225363424265356,1.3225363424265357,0.4725363424265356,1
193,4,14,1.0523615504961996,1.1023615504961997,0.5023615504961996,0
194,0,29,1.454965338459836,1.204965338459836,0.5049653384598359,0
346,2,10,1.2733795904848264,1.3733795904848265,0.5233795904848264,1
331,3,21,1.0794037465793505,1.0294037465793504,0.42940374657935027,0
447,0,6,1.5098653212309567,1.2598653212309567,0.5598653212309567,1
94,1,22,1.1496336682039254,1.5996336682039254,0.6496336682039253,0
415,3,16,1.0528412996514314,1.0028412996514313,0.4028412996514312,0
477,1,36,1.143002509503404,1.593002509503404,0.6430025095034038,0
234,4,38,1.056297833531114,1.106297833531114,0.5062978335311138,1
114,0,0,1.374491286752588,1.124491286752588,0.4244912867525881,1
6,4,20,1.0170540015369949,1.067054001536995,0.4670540015369948,0
166,0,26,1.5124818536357043,1.2624818536357043,0.5624818536357045,0
278,1,38,1.1356287000551364,1.5856287000551363,0.6356287000551362,0
200,0,24,1.421187085462327,1.171187085462327,0.4711870854623269,0
331,4,14,1.026058114128936,1.076058114128936,0.47605811412893595,0
468,4,12,1.0624479030034215,1.1124479030034216,0.5124479030034214,0
140,1,9,1.0797704381214779,1.5297704381214778,0.5797704381214777,0
1,4,45,1.0221714876417056,1.0721714876417057,0.47217148764170563,0
386,4,39,1.0054683537986038,1.0554683537986036,0.4554683537986036,1
359,0,23,1.471831944126081,1.221831944126081,0.521831944126081,0
251,4,7,0.9843664394825978,1.034366439482598,0.4343664394825978,0
259,1,34,1.1720975491954557,1.6220975491954555,0.6720975491954555,0
252,0,12,1.483806456833356,1.233806456833356,0.5338064568333561,0
445,1,42,1.1064920923991575,1.5564920923991574,0.6064920923991574,0
404,2,22,1.2240229626198733,1.3240229626198734,0.4740229626198734,1
330,0,3,1.4097786454396406,1.1597786454396406,0.45977864543964053,1
15,0,16,1.4542694800245886,1.2042694800245886,0.5042694800245886,0
351,2,0,1.2718664414637941,1.3718664414637942,0.5218664414637942,1
289,3,16,1.019207983501763,0.9692079835017628,0.36920798350176287,0
63,3,32,1.1057382061054104,1.0557382061054104,0.4557382061054104,1
301,4,6,1.0616501930936668,1.1116501930936669,0.5116501930936668,0
191,1,34,1.06411517115653,1.51411517115653,0.56411517115653,0
253,4,22,0.9886222224594028,1.0386222224594028,0.4386222224594027,0
107,4,6,1.0474936256403435,1.0974936256403436,0.49749362564034344,0
353,0,31,1.4433865346192054,1.1933865346192054,0.49338653461920545,0
272,2,47,1.3236255596456308,1.4236255596456309,0.5736255596456308,0
35,0,1,1.4742679435137522,1.2242679435137522,0.5242679435137524,1
130,2,0,1.2396786376464635,1.3396786376464636,0.4896786376464635,1
14,3,21,1.0817186418921896,1.0317186418921895,0.43171864189218956,0
187,4,35,1.025254031129983,1.075254031129983,0.4752540311299829,1
51,1,29,1.1118690718954076,1.5618690718954076,0.6118690718954076,0
108,4,25,1.0436986158249502,1.0936986158249502,0.49369861582495017,0
362,2,32,1.2637336730517388,1.3637336730517389,0.5137336730517388,1
478,2,14,1.3691010186167472,1.4691010186167472,0.6191010186167472,0
440,2,38,1.3122276572279739,1.412227657227974,0.5622276572279739,1
374,2,11,1.2447857926858596,1.3447857926858597,0.49478579268585965,0
447,2,9,1.2309693894326443,1.3309693894326444,0.4809693894326442,1
469,4,12,1.0251494743768823,1.0751494743768824,0.47514947437688226,0
178,0,17,1.5119412199527422,1.2619412199527422,0.5619412199527422,0
174,4,42,0.9735127824405803,1.0235127824405803,0.4235127824405802,0
422,1,33,1.080320677943855,1.530320677943855,0.5803206779438548,0
488,4,32,1.1284683313292019,1.178468331329202,0.578468331329202,1
487,1,24,1.0938353913711483,1.5438353913711482,0.593835391371148,0
133,4,0,0.9726384070078417,1.0226384070078418,0.4226384070078416,0
127,2,42,1.2241841932887632,1.3241841932887632,0.4741841932887632,1
273,3,17,1.153817235957451,1.103817235957451,0.503817235957451,0
373,0,3,1.4832038075100296,1.2332038075100296,0.5332038075100296,1
51,0,18,1.4249407916963357,1.1749407916963357,0.47494079169633563,0
6,0,49,1.4874678361753184,1.2374678361753184,0.5374678361753183,0
17,0,24,1.4810793336172163,1.2310793336172163,0.5310793336172164,0
32,0,46,1.4530846086844138,1.2030846086844138,0.5030846086844138,0
225,3,25,1.0971475637143366,1.0471475637143366,0.44714756371433656,0
224,1,49,1.0757122344569483,1.5257122344569483,0.5757122344569482,0
340,0,37,1.487652222880198,1.237652222880198,0.537652222880198,0
37,1,4,1.16572367760975,1.6157236776097499,0.6657236776097498,0
23,2,32,1.2652064469222857,1.3652064469222858,0.5152064469222856,0
135,4,29,0.9459795476524216,0.9959795476524217,0.3959795476524216,0
418,3,35,1.0271495317422676,0.9771495317422676,0.3771495317422676,1
49,3,12,1.1187443722372075,1.0687443722372074,0.4687443722372074,0
